t,bpm,uc
0.0,144.53768,12.621991
1.0,144.53768,12.621991
2.0,144.53768,12.621991
3.0,144.53768,12.621991
4.0,151.33523377734218,12.621991
5.0,151.39481418381928,12.621991
6.0,151.48661397456127,12.621991
7.0,151.57841376530325,13.229235524360577
8.0,151.635489,13.229235524360577
9.0,151.721005,13.793103
10.0,152.0416873186359,13.793103
11.0,152.789952,13.793103
12.0,152.789952,13.628281334104814
13.0,152.789952,13.628281334104814
14.0,152.918226,13.793103
15.0,152.918226,13.793103
16.0,153.174773,13.793103
17.0,153.174773,13.793103
18.0,153.174773,13.793103
19.0,153.43132,13.858165
20.0,154.628541,13.858165
21.0,155.78091262404786,13.858165
22.0,157.2170704757499,13.858165
23.0,157.80403256957078,13.858165
24.0,158.06841230860752,13.858165
25.0,158.06841230860752,13.858165
26.0,158.06841230860752,13.858165
27.0,158.4050118797918,14.213834761023067
28.0,158.4050118797918,14.638907
29.0,158.4050118797918,15.435070640639927
30.0,158.06841230860752,15.679896
31.0,157.73181273742327,15.81002
32.0,157.42039286116557,15.81002
33.0,153.260289,16.070267
34.0,149.84821039782744,16.851008
35.0,143.789416480654,16.851008
36.0,138.038482,16.851008
37.0,138.038482,16.851008
38.0,138.038482,17.891997
39.0,138.038482,17.92807672785436
40.0,138.038482,18.022121
41.0,138.0384842418188,18.022121
42.0,138.16485811414717,18.1604375147982
43.0,138.508819,18.207448352638412
44.0,138.98309419431334,18.1604375147982
45.0,139.10710446963392,18.022121
46.0,139.107429,18.022121
47.0,139.10710446963392,17.868371278149
48.0,139.10710446963392,17.868371278149
49.0,139.10710446963392,17.868371278149
50.0,126.9479957785071,17.868371278149
51.0,114.37140977589351,18.667873100952214
52.0,114.37140977589351,19.467374923755425
53.0,114.37140977589351,20.26687674655864
54.0,114.37140977589351,21.066378569361852
55.0,115.07347843614536,21.066378569361852
56.0,119.9412263021674,21.066378569361852
57.0,124.80897416818942,21.066378569361852
58.0,129.67672203421145,19.28865740867495
59.0,134.54446990023348,18.34743
60.0,134.54446990023348,18.217306
61.0,134.54446990023348,18.190557999338736
62.0,134.54446990023348,18.087183
63.0,134.88450057468233,18.087183
64.0,134.88450057468233,18.087183
65.0,134.88450057468233,18.087183
66.0,141.074292,18.087183
67.0,141.50788969967218,18.087183
68.0,143.88011492916615,18.087183
69.0,143.88011492916615,17.826934375638622
70.0,143.96608349271148,17.826934375638622
71.0,144.238375,17.826934375638622
72.0,144.238375,17.826934375638622
73.0,143.96608349271148,18.217306
74.0,143.96608349271148,18.24884635357243
75.0,143.9499967803999,18.24884635357243
76.0,143.9499967803999,18.24884635357243
77.0,143.83550041910001,18.24884635357243
78.0,143.83550041910001,18.069834395901736
79.0,143.9499967803999,16.645219708460267
80.0,143.9499967803999,16.265452
81.0,143.9499967803999,16.135329
82.0,144.110102,16.135329
83.0,144.4635669986932,16.135329
84.0,144.53768,16.135329
85.0,144.53768,16.265452
86.0,144.53768,16.265452
87.0,144.53768,16.604703030387896
88.0,144.53768,16.883539499999998
89.0,141.98899352011736,16.883539499999998
90.0,139.877071,16.265452
91.0,139.877071,16.265452
92.0,139.877071,16.265452
93.0,139.877071,16.257861458942447
94.0,143.083912,16.20039
95.0,144.53768,16.20039
96.0,147.017638,16.20039
97.0,148.642437,16.070267
98.0,148.642437,15.029278
99.0,150.16365599551048,15.029278
100.0,152.40204299312006,15.029278
101.0,154.337312293248,15.029278
102.0,154.671299,14.508783
103.0,155.22841035693872,14.37866
104.0,155.22841035693872,14.248536
105.0,156.0194190207118,15.159401
106.0,156.38924455764823,15.81002
107.0,156.680919,15.940143
108.0,157.7527168012641,16.903058009745813
109.0,158.049172,16.903058009745813
110.0,158.48846038729917,16.903058009745813
111.0,159.3683948083948,16.903058009745813
112.0,159.3683948083948,16.070267
113.0,159.36955904383507,15.940143
114.0,160.25065770037097,15.81002
115.0,161.09595301034486,15.419649
116.0,161.09595301034486,15.81002
117.0,161.09595301034486,15.81002
118.0,161.09595301034486,15.34952659945838
119.0,159.57324090271882,15.159401
120.0,158.05052879509282,15.159401
121.0,156.5278166874668,15.159401
122.0,155.0051045798408,15.159401
123.0,154.24372,15.159401
124.0,153.87505183050064,15.155786045406956
125.0,153.87505183050064,14.978192455014211
126.0,153.87505183050064,14.37866
127.0,153.87505183050064,13.988289
128.0,154.671299,13.988289
129.0,155.06802600247093,13.988289
130.0,157.1272232581218,13.597918
131.0,159.18642051377267,13.142485
132.0,159.18642051377267,11.971373
133.0,159.18642051377267,11.971373
134.0,159.18642051377267,11.841249
135.0,158.69054,11.841249
136.0,158.69054,11.841249
137.0,158.69054,11.841249
138.0,158.69054,11.190631
139.0,159.33055055131808,11.190631
140.0,159.33055055131808,10.771350273520072
141.0,159.33055055131808,6.636304
142.0,159.33055055131808,5.465192
143.0,159.28915,5.074821
144.0,159.28915,4.814574
145.0,159.28915,4.814574
146.0,159.25969478060915,5.074821
147.0,159.25969478060915,5.074821
148.0,159.25969478060915,4.814574
149.0,155.71988473267058,3.903709
150.0,155.71988473267058,3.3832100691895968
151.0,155.71988473267058,3.3832100691895968
152.0,155.71988473267058,3.3832100691895968
153.0,157.52309659948378,3.3832100691895968
154.0,157.52309659948378,6.599005063698975
155.0,157.52309659948378,8.327912
156.0,157.536077,8.751501229646948
157.0,157.664351,9.301158826361043
158.0,157.664351,9.850816423075138
159.0,157.664351,10.400474019789232
160.0,157.536077,10.950131616503327
161.0,157.536077,11.711126
162.0,157.536077,11.971373
163.0,157.35483179531056,11.971373
164.0,154.671299,11.971373
165.0,152.44789169606142,11.971373
166.0,151.7486791291417,11.971373
167.0,151.7486791291417,11.971373
168.0,151.7486791291417,12.016916758527573
169.0,151.7486791291417,12.016916758527573
170.0,153.8969762749519,11.88534686801439
171.0,156.04527342076213,12.016916758527573
172.0,158.17459425424903,12.016916758527573
173.0,158.19357056657233,12.036435
174.0,158.733298,12.036435
175.0,158.733298,12.036435
176.0,158.733298,12.556929
177.0,158.220203,13.077424
178.0,158.220203,13.077424
179.0,158.13278881489117,13.337671
180.0,158.049172,13.824911310299214
181.0,157.963656,13.858165
182.0,157.95272894433552,13.858165
183.0,157.707108,13.858165
184.0,156.509888,13.858165
185.0,156.509888,13.858165
186.0,156.509888,14.248536
187.0,156.509888,14.37866
188.0,156.509888,14.37866
189.0,157.194014,14.37866
190.0,157.664351,14.248536
191.0,157.792624,14.248536
192.0,157.88954267189382,14.248536
193.0,157.920898,13.988289
194.0,157.920898,13.502495283423544
195.0,157.920898,13.502495283423544
196.0,157.93918886051216,13.502495283423544
197.0,157.93918886051216,13.207547
198.0,157.920898,13.207547
199.0,157.920898,13.207547
200.0,157.664351,13.207547
201.0,156.46713,13.207547
202.0,156.00892380768005,13.133087539979059
203.0,156.00892380768005,12.541024777649177
204.0,156.00892380768005,12.541024777649177
205.0,156.00892380768005,12.541024777649177
206.0,156.53648915209126,12.541024777649177
207.0,158.28386507872293,12.491867
208.0,158.28386507872293,12.621991
209.0,158.28386507872293,12.621991
210.0,158.28386507872293,12.740548809207418
211.0,156.31510197439948,12.740548809207418
212.0,154.671299,12.740548809207418
213.0,154.671299,12.752115
214.0,154.671299,12.752115
215.0,154.671299,12.752115
216.0,154.671299,12.752115
217.0,156.809193,12.752115
218.0,157.664351,12.752115
219.0,157.920898,12.752115
220.0,157.920898,12.621991
221.0,159.203634,12.361744
222.0,159.203634,12.23162
223.0,159.203634,11.971373
224.0,158.86691579291698,11.190631
225.0,157.68881734782846,11.190631
226.0,157.31444434114513,11.190631
227.0,157.68881734782846,11.190631
228.0,157.31444434114513,11.867275295900875
229.0,157.31444434114513,12.718137853395692
230.0,157.31444434114513,12.752115
231.0,157.621593,13.80611550243644
232.0,157.707108,13.923227
233.0,157.707108,13.923227
234.0,157.621593,13.923227
235.0,157.621593,13.923227
236.0,155.2085022249699,13.923227
237.0,151.14827037819092,14.964216
238.0,149.454837,15.09434
239.0,142.10718338890578,15.875081
240.0,142.10718338890578,15.875081
241.0,142.10718338890578,15.963276223846522
242.0,142.10718338890578,15.963276223846522
243.0,142.27073275871456,15.963276223846522
244.0,142.4342821285233,15.963276223846522
245.0,142.59783149833208,14.938913684292567
246.0,142.76138086814086,13.467794
247.0,142.9249302379496,13.077424
248.0,143.0884796077584,12.296682
249.0,143.25202897756716,11.834741907753328
250.0,143.4155783473759,9.212271193735264
251.0,143.5791277171847,8.392973
252.0,143.74267708699347,8.002602
253.0,143.90622645680222,8.002602
254.0,144.069775826611,8.002602
255.0,144.23332519641977,8.002602
256.0,144.39687456622852,8.002602
257.0,144.5604239360373,8.002602
258.0,144.72397330584607,8.002602
259.0,144.88752267565482,8.510807597250114
260.0,145.0510720454636,9.535169744353826
261.0,145.21462141527238,10.559531891457537
262.0,145.37817078508112,11.107496275748035
263.0,145.5417201548899,11.583894038561247
264.0,145.70526952469868,11.602690915389337
265.0,145.86881889450743,11.906311
266.0,146.0323682643162,13.729487367223252
267.0,146.19591763412498,13.858165
268.0,146.35946700393373,13.858165
269.0,146.5230163737425,13.858165
270.0,146.68656574355128,14.248536
271.0,146.85011511336003,14.899154
272.0,147.0136644831688,15.029278
273.0,147.1772138529776,15.029278
274.0,147.34076322278634,16.590761
275.0,147.5043125925951,18.152245
276.0,147.6678619624039,18.33835178991492
277.0,147.83141133221264,18.874355124808055
278.0,147.99496070202142,19.410358459701186
279.0,148.1585100718302,19.946361794594317
280.0,148.32205944163894,20.482365129487448
281.0,148.48560881144772,21.018368464380583
282.0,148.6491581812565,21.860768
283.0,148.81270755106524,21.990891
284.0,148.97625692087402,22.381262
285.0,149.1398062906828,24.333116
286.0,149.30335566049155,24.333116
287.0,149.46690503030032,24.723487
288.0,149.6304544001091,24.824695294019577
289.0,149.79400376991785,24.824695294019577
290.0,149.95755313972663,24.723487
291.0,150.1211025095354,24.333116
292.0,150.28465187934415,24.333116
293.0,150.44820124915293,23.552375
294.0,150.6117506189617,23.552375
295.0,150.77529998877046,23.472855936967143
296.0,150.93884935857923,22.381262
297.0,151.102398728388,22.368250469494924
298.0,151.26594809819676,21.21015
299.0,151.42949746800554,21.041638525620776
300.0,151.5930468378143,21.041638525620776
301.0,151.75659620762306,21.041638525620776
302.0,151.763763,21.041638525620776
303.0,151.763763,21.101021781471662
304.0,151.763763,21.16040503732255
305.0,151.763763,21.219788293173437
306.0,150.21631528308092,21.241595970738967
307.0,148.343132,21.241595970738967
308.0,146.87891238642703,21.241595970738967
309.0,144.53768,21.279171549024323
310.0,144.30176514852835,21.274849404883934
311.0,143.87861163998033,21.274849404883934
312.0,143.50763197817543,21.274849404883934
313.0,143.50763197817543,21.275211
314.0,143.50763197817543,21.275211
315.0,143.50763197817543,21.275211
316.0,147.14477701204999,21.274849404883934
317.0,150.78192204592455,19.396305057877278
318.0,154.41906707979913,19.396305057877278
319.0,154.41906707979913,19.396305057877278
320.0,154.457509,19.396305057877278
321.0,154.457509,22.050334419840727
322.0,154.671299,22.186077
323.0,154.671299,23.227066
324.0,154.671299,23.227066
325.0,155.5388811382871,23.227066
326.0,156.338856,24.227570745554125
327.0,156.59906291553807,24.227570745554125
328.0,157.2358728701111,24.227570745554125
329.0,157.87268282468412,24.227570745554125
330.0,157.87268282468412,22.576448
331.0,157.87268282468412,21.275211
332.0,157.87268282468412,21.275211
333.0,157.64814712617596,21.275211
334.0,155.5931186411643,21.275211
335.0,154.457509,21.275211
336.0,154.457509,21.275211
337.0,149.48073126414857,21.275211
338.0,149.326563,21.275211
339.0,149.326563,21.275211
340.0,149.326563,21.275211
341.0,149.326563,21.275211
342.0,149.40285255336147,21.275211
343.0,153.260289,21.275211
344.0,153.260289,21.179064320031458
345.0,154.33659980484774,20.922974335270776
346.0,154.457509,20.235328466444145
347.0,154.671299,19.045760805941892
348.0,158.177445,19.045760805941892
349.0,167.93182619521983,19.045760805941892
350.0,167.93182619521983,19.045760805941892
351.0,167.93182619521983,21.281573099543724
352.0,167.93182619521983,21.281573099543724
353.0,167.49692765980143,21.281573099543724
354.0,167.06202912438306,21.281573099543724
355.0,166.6271305889647,21.275211
356.0,166.1922320535463,21.213282620839134
357.0,165.75733351812792,21.136992237684414
358.0,165.32243498270955,19.634594358776
359.0,164.88753644729115,19.306407348099608
360.0,164.45263791187278,19.306407348099608
361.0,164.01773937645441,19.306407348099608
362.0,164.01773937645441,19.306407348099608
363.0,163.58284084103602,19.78589602214941
364.0,163.28843733398674,20.265384696199213
365.0,163.14794230561765,20.744873370249017
366.0,163.13736,21.225330848782548
367.0,163.13063565398068,21.828234907367527
368.0,163.13063565398068,22.055953
369.0,163.0788509604887,22.055953
370.0,161.769107,22.055953
371.0,161.769107,21.828234907367527
372.0,161.769107,21.65343717619409
373.0,161.769107,21.448564979738084
374.0,162.282202,21.243692783282075
375.0,163.54403223846543,21.21015
376.0,163.8213270638726,21.21015
377.0,164.078033,21.102436022498818
378.0,164.33458,20.21292979651016
379.0,164.54561445093398,18.44357664998236
380.0,164.420096,18.28959745256595
381.0,164.420096,18.217306
382.0,164.420096,18.087183
383.0,164.420096,18.087183
384.0,164.206307,18.087183
385.0,163.009086,18.087183
386.0,162.495991,18.087183
387.0,162.495991,18.63464695397214
388.0,161.640834,19.411179453425525
389.0,161.3750872985989,20.18771195287891
390.0,160.55890129411358,20.964244452332295
391.0,158.98810325020338,20.964244452332295
392.0,158.0206988948696,20.9921923768273
393.0,154.6663104911403,21.024871021058487
394.0,151.31192208741098,21.10074962671873
395.0,151.31192208741098,21.10074962671873
396.0,151.31192208741098,21.10074962671873
397.0,147.95753368368167,21.10074962671873
398.0,147.359701,21.10074962671873
399.0,147.359701,21.10074962671873
400.0,158.647782,18.34743
401.0,158.733298,18.34743
402.0,158.733298,18.34743
403.0,158.733298,18.282368
404.0,158.989845,18.179470255440656
405.0,158.989845,18.179470255440656
406.0,159.04638811542216,18.179470255440656
407.0,159.04638811542216,18.179470255440656
408.0,159.04638811542216,18.179470255440656
409.0,159.04638811542216,18.179470255440656
410.0,158.733298,18.179470255440656
411.0,158.733298,18.152245
412.0,158.733298,18.152245
413.0,158.733298,18.152245
414.0,158.733298,18.152245
415.0,158.733298,18.022121
416.0,158.733298,18.022121
417.0,158.733298,18.022121
418.0,158.220203,17.63175
419.0,158.220203,17.501627
420.0,158.220203,17.371503
421.0,157.536077,17.371503
422.0,153.174773,17.371503
423.0,153.174773,17.371503
424.0,153.174773,17.371503
425.0,153.174773,17.306441
426.0,150.54801548593642,17.306441
427.0,148.34763780391117,17.436565
428.0,145.2037540047902,17.436565
429.0,144.53768,17.436565
430.0,141.843934,17.436565
431.0,141.34280666292204,17.436565
432.0,140.5422453946856,17.436565
433.0,139.74168412644917,17.436565
434.0,138.94112285821274,17.436565
435.0,138.14056158997633,17.67786431131943
436.0,138.14056158997633,17.67786431131943
437.0,138.14056158997633,17.67786431131943
438.0,138.14056158997633,17.67786431131943
439.0,138.209514,17.67786431131943
440.0,138.209514,17.703317389037203
441.0,138.209514,17.977878573599074
442.0,138.209514,18.055260677667746
443.0,137.226082,17.977878573599074
444.0,137.140567,17.954168254445797
445.0,137.140567,17.954168254445797
446.0,137.140567,17.977878573599074
447.0,137.226082,17.977878573599074
448.0,137.98801844447556,18.087183
449.0,139.192945,17.954168254445797
450.0,148.63599361008966,17.413905
451.0,150.58962042493567,17.413905
452.0,150.58962042493567,17.413905
453.0,150.58962042493567,17.413905
454.0,150.58962042493567,17.413905
455.0,149.96185869433742,17.413905
456.0,149.96185869433742,25.60104
457.0,149.96185869433742,26.587380964066
458.0,149.96185869433742,31.423523605796404
459.0,151.21950550865898,32.358674
460.0,151.802621,33.25597865875017
461.0,152.658465,34.307992
462.0,154.71249,36.42872367560152
